date,commodity,price
27-04-2023,Tur,93.5721101
28-04-2023,Tur,93.5425602
29-04-2023,Tur,93.62281042
30-04-2023,Tur,93.56471113
01-05-2023,Tur,93.44426185
02-05-2023,Tur,93.54797004
03-05-2023,Tur,93.59629931
04-05-2023,Tur,93.65451121
05-05-2023,Tur,93.60314403
06-05-2023,Tur,93.52159151
07-05-2023,Tur,93.54358668
08-05-2023,Tur,93.64760183
09-05-2023,Tur,93.67800524
10-05-2023,Tur,93.64941829
11-05-2023,Tur,93.52493073
12-05-2023,Tur,93.66170163
13-05-2023,Tur,93.63627933
14-05-2023,Tur,93.62826244
15-05-2023,Tur,93.67553095
16-05-2023,Tur,93.5959918
17-05-2023,Tur,93.61614697
18-05-2023,Tur,93.62131747
19-05-2023,Tur,93.63960383
20-05-2023,Tur,93.61295407
21-05-2023,Tur,93.73817423
22-05-2023,Tur,93.58976332
23-05-2023,Tur,93.6678434
24-05-2023,Tur,93.68647342
25-05-2023,Tur,93.70077736
26-05-2023,Tur,93.71131676
27-05-2023,Tur,93.73257794
28-05-2023,Tur,93.73999726
29-05-2023,Tur,93.81316431
30-05-2023,Tur,93.78814418
31-05-2023,Tur,93.79706203
01-06-2023,Tur,93.75290362
02-06-2023,Tur,93.82673943
03-06-2023,Tur,93.80290559
04-06-2023,Tur,93.80125886
05-06-2023,Tur,93.77320464
06-06-2023,Tur,93.7509123
07-06-2023,Tur,93.77566755
08-06-2023,Tur,93.77832714
09-06-2023,Tur,93.86012602
10-06-2023,Tur,93.84667459
11-06-2023,Tur,93.86927616
12-06-2023,Tur,93.82641538
13-06-2023,Tur,93.81520788
14-06-2023,Tur,93.8381371
15-06-2023,Tur,93.82530377
16-06-2023,Tur,93.88183147
17-06-2023,Tur,93.89493753
18-06-2023,Tur,93.90395121
19-06-2023,Tur,93.80804082
20-06-2023,Tur,93.92593782
21-06-2023,Tur,93.97524717
22-06-2023,Tur,93.94965299
23-06-2023,Tur,93.83542549
24-06-2023,Tur,93.92325086
25-06-2023,Tur,94.0192797
26-06-2023,Tur,93.87139688
27-06-2023,Tur,93.95822212
28-06-2023,Tur,93.8872648
29-06-2023,Tur,93.91589043
30-06-2023,Tur,93.93387676
01-07-2023,Tur,93.92708627
02-07-2023,Tur,93.89163721
03-07-2023,Tur,94.01166091
04-07-2023,Tur,93.98146345
05-07-2023,Tur,94.01312201
06-07-2023,Tur,93.9840647
07-07-2023,Tur,93.97010084
08-07-2023,Tur,93.8531779
09-07-2023,Tur,93.85674011
10-07-2023,Tur,93.96044723
11-07-2023,Tur,94.03927064
12-07-2023,Tur,94.04770863
13-07-2023,Tur,94.01452377
14-07-2023,Tur,94.04439038
15-07-2023,Tur,94.04738516
16-07-2023,Tur,94.04580864
17-07-2023,Tur,94.07053201
18-07-2023,Tur,94.11146289
19-07-2023,Tur,94.05361294
20-07-2023,Tur,94.00853773
21-07-2023,Tur,93.97960228
22-07-2023,Tur,94.07248447
23-07-2023,Tur,93.94480192
24-07-2023,Tur,94.01611366
25-07-2023,Tur,94.03195638
26-07-2023,Tur,94.08707925
27-07-2023,Tur,94.09006511
28-07-2023,Tur,94.10187143
29-07-2023,Tur,93.98990835
30-07-2023,Tur,94.051085
31-07-2023,Tur,94.188422
01-08-2023,Tur,94.17245172
02-08-2023,Tur,94.14836162
03-08-2023,Tur,94.12198269
04-08-2023,Tur,94.24205633
05-08-2023,Tur,94.26827597
06-08-2023,Tur,94.22997156
07-08-2023,Tur,94.23349812
08-08-2023,Tur,94.06425179
09-08-2023,Tur,94.19019482
10-08-2023,Tur,94.15265708
11-08-2023,Tur,94.12179056
12-08-2023,Tur,94.06467754
13-08-2023,Tur,94.20642754
14-08-2023,Tur,94.25660325
15-08-2023,Tur,94.2098183
16-08-2023,Tur,94.17191966
17-08-2023,Tur,94.21654728
18-08-2023,Tur,94.25642523
19-08-2023,Tur,94.19441984
20-08-2023,Tur,94.24426998
21-08-2023,Tur,94.19559375
22-08-2023,Tur,94.25310889
23-08-2023,Tur,94.29052208
24-08-2023,Tur,94.26500935
25-08-2023,Tur,94.24119637
26-08-2023,Tur,94.28713358
27-08-2023,Tur,94.23691923
28-08-2023,Tur,94.26789248
29-08-2023,Tur,94.31902374
30-08-2023,Tur,94.32936517
31-08-2023,Tur,94.34971099
01-09-2023,Tur,94.29278847
02-09-2023,Tur,94.34325419
03-09-2023,Tur,94.33344798
04-09-2023,Tur,94.35540475
05-09-2023,Tur,94.34889478
06-09-2023,Tur,94.32217477
07-09-2023,Tur,94.34454553
08-09-2023,Tur,94.30144806
09-09-2023,Tur,94.41784992
10-09-2023,Tur,94.4067652
11-09-2023,Tur,94.38635506
12-09-2023,Tur,94.42962049
13-09-2023,Tur,94.37015953
14-09-2023,Tur,94.33079854
15-09-2023,Tur,94.44675749
16-09-2023,Tur,94.40419211
17-09-2023,Tur,94.44245819
18-09-2023,Tur,94.38210234
19-09-2023,Tur,94.38455614
20-09-2023,Tur,94.48632984
21-09-2023,Tur,94.52638149
22-09-2023,Tur,94.46219602
23-09-2023,Tur,94.53434564
24-09-2023,Tur,94.50479094
25-09-2023,Tur,94.53264649
26-09-2023,Tur,94.50694774
27-09-2023,Tur,94.53200662
28-09-2023,Tur,94.45210156
29-09-2023,Tur,94.60456997
30-09-2023,Tur,94.52874285
01-10-2023,Tur,94.42140016
02-10-2023,Tur,94.50283467
03-10-2023,Tur,94.54133823
04-10-2023,Tur,94.60969708
05-10-2023,Tur,94.50315435
06-10-2023,Tur,94.73297798
07-10-2023,Tur,94.58647672
08-10-2023,Tur,94.55082341
09-10-2023,Tur,94.59112975
10-10-2023,Tur,94.58615324
11-10-2023,Tur,94.62297523
12-10-2023,Tur,94.60000794
13-10-2023,Tur,94.58251468
14-10-2023,Tur,94.64388736
15-10-2023,Tur,94.61971563
16-10-2023,Tur,94.66181018
17-10-2023,Tur,94.67462662
18-10-2023,Tur,94.7919244
19-10-2023,Tur,94.55457768
20-10-2023,Tur,94.80044999
21-10-2023,Tur,94.64455038
22-10-2023,Tur,94.7114751
23-10-2023,Tur,94.77506018
24-10-2023,Tur,94.72100077
25-10-2023,Tur,94.747361
26-10-2023,Tur,94.83537135
27-10-2023,Tur,94.75304413
28-10-2023,Tur,94.80029428
29-10-2023,Tur,94.75196467
30-10-2023,Tur,94.77628308
31-10-2023,Tur,94.77917397
01-11-2023,Tur,94.80564119
02-11-2023,Tur,94.85898111
03-11-2023,Tur,94.79315722
04-11-2023,Tur,94.90844766
05-11-2023,Tur,94.93501658
06-11-2023,Tur,94.90292707
07-11-2023,Tur,94.85821742
08-11-2023,Tur,94.79690792
09-11-2023,Tur,94.85973553
10-11-2023,Tur,94.79852227
11-11-2023,Tur,94.83823086
12-11-2023,Tur,94.93076538
13-11-2023,Tur,94.93552131
14-11-2023,Tur,94.96613363
15-11-2023,Tur,94.87937847
16-11-2023,Tur,94.9617708
17-11-2023,Tur,94.87579457
18-11-2023,Tur,94.96332426
19-11-2023,Tur,94.9725902
20-11-2023,Tur,95.02522312
21-11-2023,Tur,95.09298011
22-11-2023,Tur,95.03088797
23-11-2023,Tur,95.0794465
24-11-2023,Tur,95.04008072
25-11-2023,Tur,95.039144
26-11-2023,Tur,95.09555428
27-11-2023,Tur,95.04361118
28-11-2023,Tur,95.07621518
29-11-2023,Tur,95.06073006
30-11-2023,Tur,95.00908844
01-12-2023,Tur,95.05040598
02-12-2023,Tur,95.19323919
03-12-2023,Tur,95.11010942
04-12-2023,Tur,95.08553221
05-12-2023,Tur,95.09785247
06-12-2023,Tur,95.04801882
07-12-2023,Tur,95.16990433
08-12-2023,Tur,95.14181918
09-12-2023,Tur,95.18198045
10-12-2023,Tur,95.13799658
11-12-2023,Tur,95.13228783
12-12-2023,Tur,95.15277595
13-12-2023,Tur,95.21965412
14-12-2023,Tur,95.19885057
15-12-2023,Tur,95.22514057
16-12-2023,Tur,95.20214142
17-12-2023,Tur,95.27888765
18-12-2023,Tur,95.22474724
19-12-2023,Tur,95.2016428
20-12-2023,Tur,95.24746113
21-12-2023,Tur,95.28594873
22-12-2023,Tur,95.28897834
23-12-2023,Tur,95.29844396
24-12-2023,Tur,95.40549289
25-12-2023,Tur,95.3137555
26-12-2023,Tur,95.29855367
27-12-2023,Tur,95.3642818
28-12-2023,Tur,95.2408279
29-12-2023,Tur,95.41200314
30-12-2023,Tur,95.33026468
31-12-2023,Tur,95.42367087
01-01-2024,Tur,95.28213976
02-01-2024,Tur,95.36921626
03-01-2024,Tur,95.50133682
04-01-2024,Tur,95.42637594
05-01-2024,Tur,95.45924388
06-01-2024,Tur,95.4417126
07-01-2024,Tur,95.42999023
08-01-2024,Tur,95.48294731
09-01-2024,Tur,95.40441596
10-01-2024,Tur,95.42523305
11-01-2024,Tur,95.42511022
12-01-2024,Tur,95.39883682
13-01-2024,Tur,95.5131774
14-01-2024,Tur,95.5330222
15-01-2024,Tur,95.53628334
16-01-2024,Tur,95.54641793
17-01-2024,Tur,95.49817958
18-01-2024,Tur,95.50995654
19-01-2024,Tur,95.55596444
20-01-2024,Tur,95.59969927
21-01-2024,Tur,95.51321228
22-01-2024,Tur,95.6110074
23-01-2024,Tur,95.60112393
24-01-2024,Tur,95.69833634
25-01-2024,Tur,95.63888614
26-01-2024,Tur,95.70519754
27-01-2024,Tur,95.61902336
28-01-2024,Tur,95.6219403
29-01-2024,Tur,95.69149083
30-01-2024,Tur,95.66123847
31-01-2024,Tur,95.72389842
01-02-2024,Tur,95.62238907
02-02-2024,Tur,95.64181082
03-02-2024,Tur,95.68745277
04-02-2024,Tur,95.68316124
05-02-2024,Tur,95.79967018
06-02-2024,Tur,95.80959166
07-02-2024,Tur,95.73956465
08-02-2024,Tur,95.74279494
09-02-2024,Tur,95.76442567
10-02-2024,Tur,95.78815685
11-02-2024,Tur,95.8824893
12-02-2024,Tur,95.83984466
13-02-2024,Tur,95.80338936
14-02-2024,Tur,95.76345181
15-02-2024,Tur,95.90492545
16-02-2024,Tur,95.8436661
17-02-2024,Tur,95.77110127
18-02-2024,Tur,95.79941251
19-02-2024,Tur,95.80054141
20-02-2024,Tur,95.85067359
21-02-2024,Tur,95.94371552
22-02-2024,Tur,95.89754408
23-02-2024,Tur,96.00286846
24-02-2024,Tur,95.89485263
25-02-2024,Tur,95.89650411
26-02-2024,Tur,95.89395958
27-02-2024,Tur,95.94960014
28-02-2024,Tur,95.99959621
29-02-2024,Tur,95.92883849
01-03-2024,Tur,96.00294856
02-03-2024,Tur,95.93393597
03-03-2024,Tur,95.93124871
04-03-2024,Tur,96.06797083
05-03-2024,Tur,95.98332875
06-03-2024,Tur,96.05854282
07-03-2024,Tur,96.00751348
08-03-2024,Tur,95.99318806
09-03-2024,Tur,95.99254886
10-03-2024,Tur,96.02956722
11-03-2024,Tur,96.05215899
12-03-2024,Tur,96.08181935
13-03-2024,Tur,96.0025186
14-03-2024,Tur,96.1128228
15-03-2024,Tur,95.97894165
16-03-2024,Tur,96.12611823
17-03-2024,Tur,96.05071027
18-03-2024,Tur,95.97219587
19-03-2024,Tur,96.12557169
20-03-2024,Tur,96.07762028
21-03-2024,Tur,96.18434931
22-03-2024,Tur,96.10588841
23-03-2024,Tur,96.17234798
24-03-2024,Tur,96.0902481
25-03-2024,Tur,96.2346105
26-03-2024,Tur,96.22180243
27-03-2024,Tur,96.14020938
28-03-2024,Tur,96.21961818
29-03-2024,Tur,96.13656466
30-03-2024,Tur,96.21054405
31-03-2024,Tur,96.07546414
01-04-2024,Tur,96.11385998
02-04-2024,Tur,96.19889694
03-04-2024,Tur,96.22703452
04-04-2024,Tur,96.22996961
05-04-2024,Tur,96.28780557
06-04-2024,Tur,96.28993151
07-04-2024,Tur,96.24872021
08-04-2024,Tur,96.31863162
09-04-2024,Tur,96.23169352
10-04-2024,Tur,96.23978987
11-04-2024,Tur,96.22898786
12-04-2024,Tur,96.30704533
13-04-2024,Tur,96.27871883
14-04-2024,Tur,96.32025198
15-04-2024,Tur,96.22339792
16-04-2024,Tur,96.22967175
17-04-2024,Tur,96.31053917
18-04-2024,Tur,96.39441292
19-04-2024,Tur,96.34374728
20-04-2024,Tur,96.38198092
21-04-2024,Tur,96.30261158
22-04-2024,Tur,96.34920766
23-04-2024,Tur,96.3544002
24-04-2024,Tur,96.33437501
25-04-2024,Tur,96.44168658
26-04-2024,Tur,96.3889282
27-04-2024,Tur,96.42053241
28-04-2024,Tur,96.3789573
29-04-2024,Tur,96.31155971
30-04-2024,Tur,96.45503238
01-05-2024,Tur,96.37078941
02-05-2024,Tur,96.47844196
03-05-2024,Tur,96.48129721
04-05-2024,Tur,96.46548174
05-05-2024,Tur,96.41103964
06-05-2024,Tur,96.41794693
07-05-2024,Tur,96.45631122
08-05-2024,Tur,96.50219433
09-05-2024,Tur,96.49946924
10-05-2024,Tur,96.48710502
11-05-2024,Tur,96.43219556
12-05-2024,Tur,96.56499429
13-05-2024,Tur,96.53359778
14-05-2024,Tur,96.53226843
15-05-2024,Tur,96.52209348
16-05-2024,Tur,96.50709499
17-05-2024,Tur,96.50078074
18-05-2024,Tur,96.53194548
19-05-2024,Tur,96.51288576
20-05-2024,Tur,96.56021789
21-05-2024,Tur,96.61288638
22-05-2024,Tur,96.61231725
23-05-2024,Tur,96.66752613
24-05-2024,Tur,96.59399272
25-05-2024,Tur,96.55045206
26-05-2024,Tur,96.67503386
27-05-2024,Tur,96.61487669
28-05-2024,Tur,96.62093486
29-05-2024,Tur,96.71577065
30-05-2024,Tur,96.64527559
31-05-2024,Tur,96.6049096
01-06-2024,Tur,96.68364235
02-06-2024,Tur,96.69683633
03-06-2024,Tur,96.67397361
04-06-2024,Tur,96.62642235
05-06-2024,Tur,96.67859124
06-06-2024,Tur,96.67640362
07-06-2024,Tur,96.68770393
08-06-2024,Tur,96.62984528
09-06-2024,Tur,96.75875169
10-06-2024,Tur,96.70496794
11-06-2024,Tur,96.74584661
12-06-2024,Tur,96.68558294
13-06-2024,Tur,96.7251939
14-06-2024,Tur,96.70786572
15-06-2024,Tur,96.71314598
16-06-2024,Tur,96.69200797
17-06-2024,Tur,96.71174298
18-06-2024,Tur,96.72678454
19-06-2024,Tur,96.72861976
20-06-2024,Tur,96.80500437
21-06-2024,Tur,96.69002646
22-06-2024,Tur,96.67476849
23-06-2024,Tur,96.78798607
24-06-2024,Tur,96.83861524
25-06-2024,Tur,96.80422818
26-06-2024,Tur,96.80572239
27-06-2024,Tur,96.82956514
28-06-2024,Tur,96.88794593
29-06-2024,Tur,96.83685631
30-06-2024,Tur,96.8064983
01-07-2024,Tur,96.75418382
02-07-2024,Tur,96.8444556
03-07-2024,Tur,96.86060057
04-07-2024,Tur,96.85103933
05-07-2024,Tur,96.76280738
06-07-2024,Tur,96.87467834
07-07-2024,Tur,96.88262907
08-07-2024,Tur,96.85947881
09-07-2024,Tur,96.88089888
10-07-2024,Tur,96.82483962
11-07-2024,Tur,96.90643947
12-07-2024,Tur,96.83357194
13-07-2024,Tur,96.83749961
14-07-2024,Tur,96.83762011
15-07-2024,Tur,96.85678978
16-07-2024,Tur,96.96800228
17-07-2024,Tur,96.9521106
18-07-2024,Tur,96.97901103
19-07-2024,Tur,96.89782328
20-07-2024,Tur,96.93715764
21-07-2024,Tur,96.94159687
22-07-2024,Tur,96.96471659
23-07-2024,Tur,96.9257947
24-07-2024,Tur,96.97984708
25-07-2024,Tur,96.95916043
26-07-2024,Tur,96.90882884
27-07-2024,Tur,96.94131795
28-07-2024,Tur,96.95822928
29-07-2024,Tur,96.81799442
30-07-2024,Tur,97.10787928
31-07-2024,Tur,96.93973363
01-08-2024,Tur,96.97102081
02-08-2024,Tur,96.94445212
03-08-2024,Tur,97.0829458
04-08-2024,Tur,97.09762403
05-08-2024,Tur,97.11216214
06-08-2024,Tur,97.02570356
07-08-2024,Tur,97.00459873
08-08-2024,Tur,96.98827624
09-08-2024,Tur,97.10772119
10-08-2024,Tur,97.09837056
11-08-2024,Tur,97.13921337
12-08-2024,Tur,97.04174055
13-08-2024,Tur,97.14921979
14-08-2024,Tur,97.14891609
15-08-2024,Tur,97.12457701
16-08-2024,Tur,97.107232
17-08-2024,Tur,97.06951311
18-08-2024,Tur,97.06450086
19-08-2024,Tur,97.14885114
20-08-2024,Tur,97.10675004
21-08-2024,Tur,97.09760044
22-08-2024,Tur,97.15892145
23-08-2024,Tur,97.18353472
24-08-2024,Tur,97.18786131
25-08-2024,Tur,97.09985258
26-08-2024,Tur,97.2237322
27-08-2024,Tur,97.16738058
28-08-2024,Tur,97.21229605
29-08-2024,Tur,97.12731994
30-08-2024,Tur,97.17818492
01-01-2018,Urad,96.44441011
02-01-2018,Urad,96.40804048
03-01-2018,Urad,96.36445211
04-01-2018,Urad,96.44027831
05-01-2018,Urad,96.45360906
06-01-2018,Urad,96.40947816
07-01-2018,Urad,96.42021202
08-01-2018,Urad,96.51765098
09-01-2018,Urad,96.39196284
10-01-2018,Urad,96.54255772
11-01-2018,Urad,96.56379799
12-01-2018,Urad,96.5981827
13-01-2018,Urad,96.50704074
14-01-2018,Urad,96.59371644
15-01-2018,Urad,96.51415365
16-01-2018,Urad,96.63219694
17-01-2018,Urad,96.53901918
18-01-2018,Urad,96.57518347
19-01-2018,Urad,96.59639264
20-01-2018,Urad,96.75974813
21-01-2018,Urad,96.64195188
22-01-2018,Urad,96.83259088
23-01-2018,Urad,96.68836589
24-01-2018,Urad,96.78968973
25-01-2018,Urad,96.91572211
26-01-2018,Urad,96.77752912
27-01-2018,Urad,96.84328925
28-01-2018,Urad,96.887355
29-01-2018,Urad,96.91435684
30-01-2018,Urad,96.92540291
31-01-2018,Urad,96.92555833
01-02-2018,Urad,96.91050735
02-02-2018,Urad,97.00264896
03-02-2018,Urad,96.97526583
04-02-2018,Urad,97.08887659
05-02-2018,Urad,97.00458307
06-02-2018,Urad,97.16236191
07-02-2018,Urad,96.99909823
08-02-2018,Urad,97.15007449
09-02-2018,Urad,97.21582726
10-02-2018,Urad,97.18230298
11-02-2018,Urad,97.14004645
12-02-2018,Urad,97.19179588
13-02-2018,Urad,97.10863772
14-02-2018,Urad,97.17971558
15-02-2018,Urad,97.11060597
16-02-2018,Urad,97.22888014
17-02-2018,Urad,97.27667279
18-02-2018,Urad,97.25729099
19-02-2018,Urad,97.41168545
20-02-2018,Urad,97.24430576
21-02-2018,Urad,97.2920873
22-02-2018,Urad,97.44454657
23-02-2018,Urad,97.39526007
24-02-2018,Urad,97.48230845
25-02-2018,Urad,97.41861767
26-02-2018,Urad,97.50087527
27-02-2018,Urad,97.43491888
28-02-2018,Urad,97.4290744
01-03-2018,Urad,97.45712119
02-03-2018,Urad,97.48873869
03-03-2018,Urad,97.45756032
04-03-2018,Urad,97.5080606
05-03-2018,Urad,97.60317363
06-03-2018,Urad,97.4665243
07-03-2018,Urad,97.52974543
08-03-2018,Urad,97.58951934
09-03-2018,Urad,97.73966695
10-03-2018,Urad,97.67244698
11-03-2018,Urad,97.69262045
12-03-2018,Urad,97.57007872
13-03-2018,Urad,97.63888675
14-03-2018,Urad,97.75835419
15-03-2018,Urad,97.71360455
16-03-2018,Urad,97.70419034
17-03-2018,Urad,97.64188137
18-03-2018,Urad,97.77124158
19-03-2018,Urad,97.85528047
20-03-2018,Urad,97.91030251
21-03-2018,Urad,97.85259873
22-03-2018,Urad,97.89483698
23-03-2018,Urad,97.94584058
24-03-2018,Urad,97.74603259
25-03-2018,Urad,97.87581076
26-03-2018,Urad,97.8337319
27-03-2018,Urad,97.92307733
28-03-2018,Urad,97.98256372
29-03-2018,Urad,97.99891304
30-03-2018,Urad,98.01370024
31-03-2018,Urad,98.08450057
01-04-2018,Urad,98.05194685
02-04-2018,Urad,97.99253709
03-04-2018,Urad,98.09347681
04-04-2018,Urad,98.05614705
05-04-2018,Urad,98.14039287
06-04-2018,Urad,98.05877996
07-04-2018,Urad,98.11387291
08-04-2018,Urad,98.1223959
09-04-2018,Urad,98.13899202
10-04-2018,Urad,98.17535653
11-04-2018,Urad,98.19776445
12-04-2018,Urad,98.15466325
13-04-2018,Urad,98.25857789
14-04-2018,Urad,98.19825305
15-04-2018,Urad,98.26696948
16-04-2018,Urad,98.29615839
17-04-2018,Urad,98.21112206
18-04-2018,Urad,98.24144845
19-04-2018,Urad,98.31507704
20-04-2018,Urad,98.29197454
21-04-2018,Urad,98.28544877
22-04-2018,Urad,98.27265733
23-04-2018,Urad,98.36008463
24-04-2018,Urad,98.41142853
25-04-2018,Urad,98.30626851
26-04-2018,Urad,98.39743573
27-04-2018,Urad,98.43310915
28-04-2018,Urad,98.58183152
29-04-2018,Urad,98.42581045
30-04-2018,Urad,98.49334648
01-05-2018,Urad,98.48793742
02-05-2018,Urad,98.5586376
03-05-2018,Urad,98.54671977
04-05-2018,Urad,98.53277379
05-05-2018,Urad,98.63216612
06-05-2018,Urad,98.50867066
07-05-2018,Urad,98.53536579
08-05-2018,Urad,98.53029852
09-05-2018,Urad,98.59920963
10-05-2018,Urad,98.61190256
11-05-2018,Urad,98.54482969
12-05-2018,Urad,98.60490122
13-05-2018,Urad,98.6271016
14-05-2018,Urad,98.66095872
15-05-2018,Urad,98.59414632
16-05-2018,Urad,98.67449305
17-05-2018,Urad,98.66059879
18-05-2018,Urad,98.90230893
19-05-2018,Urad,98.7506261
20-05-2018,Urad,98.86770588
21-05-2018,Urad,98.70147535
22-05-2018,Urad,98.75874095
23-05-2018,Urad,98.88169958
24-05-2018,Urad,98.81547844
25-05-2018,Urad,98.87434315
26-05-2018,Urad,98.75909819
27-05-2018,Urad,98.85858708
28-05-2018,Urad,98.94537747
29-05-2018,Urad,98.8439181
30-05-2018,Urad,98.80358628
31-05-2018,Urad,98.88382102
01-06-2018,Urad,98.93287736
02-06-2018,Urad,98.80703427
03-06-2018,Urad,98.94737353
04-06-2018,Urad,98.8948257
05-06-2018,Urad,98.95468186
06-06-2018,Urad,98.97357908
07-06-2018,Urad,98.9155409
08-06-2018,Urad,99.06322572
09-06-2018,Urad,99.06470823
10-06-2018,Urad,99.02781145
11-06-2018,Urad,98.98219858
12-06-2018,Urad,99.09638899
13-06-2018,Urad,99.09237166
14-06-2018,Urad,99.08579182
15-06-2018,Urad,99.15410681
16-06-2018,Urad,99.16583561
17-06-2018,Urad,98.97439591
18-06-2018,Urad,99.14079083
19-06-2018,Urad,99.11442634
20-06-2018,Urad,99.08842399
21-06-2018,Urad,99.10134356
22-06-2018,Urad,99.2770347
23-06-2018,Urad,99.18278026
24-06-2018,Urad,99.19830538
25-06-2018,Urad,99.23126868
26-06-2018,Urad,99.3028499
27-06-2018,Urad,99.19008721
28-06-2018,Urad,99.31302084
29-06-2018,Urad,99.18910944
30-06-2018,Urad,99.25986174
01-07-2018,Urad,99.36446394
02-07-2018,Urad,99.32054611
03-07-2018,Urad,99.30546642
04-07-2018,Urad,99.29881907
05-07-2018,Urad,99.43204796
06-07-2018,Urad,99.39706639
07-07-2018,Urad,99.35000278
08-07-2018,Urad,99.4639731
09-07-2018,Urad,99.43447588
10-07-2018,Urad,99.36612049
11-07-2018,Urad,99.55491921
12-07-2018,Urad,99.43940235
13-07-2018,Urad,99.46552222
14-07-2018,Urad,99.38012541
15-07-2018,Urad,99.40417793
16-07-2018,Urad,99.50059323
17-07-2018,Urad,99.58524393
18-07-2018,Urad,99.47086621
19-07-2018,Urad,99.54551313
20-07-2018,Urad,99.54642301
21-07-2018,Urad,99.57715752
22-07-2018,Urad,99.59076704
23-07-2018,Urad,99.56671367
24-07-2018,Urad,99.49631989
25-07-2018,Urad,99.55671322
26-07-2018,Urad,99.67316513
27-07-2018,Urad,99.65863259
28-07-2018,Urad,99.62493508
29-07-2018,Urad,99.66253646
30-07-2018,Urad,99.66150793
31-07-2018,Urad,99.65377416
01-08-2018,Urad,99.64868405
02-08-2018,Urad,99.67186135
03-08-2018,Urad,99.68081993
04-08-2018,Urad,99.72418421
05-08-2018,Urad,99.68905245
06-08-2018,Urad,99.74379519
07-08-2018,Urad,99.78066118
08-08-2018,Urad,99.73858215
09-08-2018,Urad,99.7861708
10-08-2018,Urad,99.80271251
11-08-2018,Urad,99.92889452
12-08-2018,Urad,99.83806954
13-08-2018,Urad,99.80951822
14-08-2018,Urad,99.83271772
15-08-2018,Urad,99.83834297
16-08-2018,Urad,100.0155509
17-08-2018,Urad,99.95208177
18-08-2018,Urad,99.89952201
19-08-2018,Urad,99.95530026
20-08-2018,Urad,99.84200138
21-08-2018,Urad,99.99529513
22-08-2018,Urad,99.95732771
23-08-2018,Urad,99.85525678
24-08-2018,Urad,100.0221419
25-08-2018,Urad,100.059268
26-08-2018,Urad,99.99433375
27-08-2018,Urad,100.0857839
28-08-2018,Urad,100.0958384
29-08-2018,Urad,100.1024412
30-08-2018,Urad,100.0684108
31-08-2018,Urad,100.0799077
01-09-2018,Urad,100.0895491
02-09-2018,Urad,100.1541532
03-09-2018,Urad,100.1504295
04-09-2018,Urad,100.1674763
05-09-2018,Urad,100.1625948
06-09-2018,Urad,100.1738996
07-09-2018,Urad,100.1767813
08-09-2018,Urad,100.1782538
09-09-2018,Urad,100.2230863
10-09-2018,Urad,100.2094309
11-09-2018,Urad,100.2482626
12-09-2018,Urad,100.2153028
13-09-2018,Urad,100.2419527
14-09-2018,Urad,100.3564789
15-09-2018,Urad,100.3620633
16-09-2018,Urad,100.3538849
17-09-2018,Urad,100.3172805
18-09-2018,Urad,100.3604072
19-09-2018,Urad,100.4553223
20-09-2018,Urad,100.4059605
21-09-2018,Urad,100.4312981
22-09-2018,Urad,100.3915793
23-09-2018,Urad,100.4639423
24-09-2018,Urad,100.3653445
25-09-2018,Urad,100.4047027
26-09-2018,Urad,100.4570008
27-09-2018,Urad,100.4735431
28-09-2018,Urad,100.5322394
29-09-2018,Urad,100.5404522
30-09-2018,Urad,100.4716353
01-10-2018,Urad,100.537137
02-10-2018,Urad,100.5723574
03-10-2018,Urad,100.6349614
04-10-2018,Urad,100.5739136
05-10-2018,Urad,100.5881555
06-10-2018,Urad,100.6679654
07-10-2018,Urad,100.7460453
08-10-2018,Urad,100.6484998
09-10-2018,Urad,100.7831282
10-10-2018,Urad,100.6768826
11-10-2018,Urad,100.7423453
12-10-2018,Urad,100.7510364
13-10-2018,Urad,100.8360281
14-10-2018,Urad,100.7123923
15-10-2018,Urad,100.8303106
16-10-2018,Urad,100.7993652
17-10-2018,Urad,100.8048051
18-10-2018,Urad,100.9493228
19-10-2018,Urad,100.8905619
20-10-2018,Urad,100.9707798
21-10-2018,Urad,100.8739465
22-10-2018,Urad,100.9080531
23-10-2018,Urad,100.9479677
24-10-2018,Urad,100.9264301
25-10-2018,Urad,101.0386468
26-10-2018,Urad,101.0709949
27-10-2018,Urad,101.0041449
28-10-2018,Urad,101.085125
29-10-2018,Urad,100.995997
30-10-2018,Urad,101.0922211
31-10-2018,Urad,101.0350231
01-11-2018,Urad,101.1060821
02-11-2018,Urad,101.1777248
03-11-2018,Urad,101.166931
04-11-2018,Urad,101.1736955
05-11-2018,Urad,101.2382261
06-11-2018,Urad,101.1972331
07-11-2018,Urad,101.2197455
08-11-2018,Urad,101.1693495
09-11-2018,Urad,101.3280066
10-11-2018,Urad,101.2652159
11-11-2018,Urad,101.2679384
12-11-2018,Urad,101.4070633
13-11-2018,Urad,101.2872274
14-11-2018,Urad,101.3957952
15-11-2018,Urad,101.3221186
16-11-2018,Urad,101.3835608
17-11-2018,Urad,101.4423618
18-11-2018,Urad,101.3690569
19-11-2018,Urad,101.4661167
20-11-2018,Urad,101.5370204
21-11-2018,Urad,101.5813046
22-11-2018,Urad,101.5398223
23-11-2018,Urad,101.5846566
24-11-2018,Urad,101.4663841
25-11-2018,Urad,101.5353628
26-11-2018,Urad,101.6097227
27-11-2018,Urad,101.5779358
