date,commodity,location,rainfall_mm,soil_quality,price_per_kg
2019-12-07,rice,Ahmedabad,0.1,Excellent,33.09
2019-12-08,urad,Pune,28.19,Good,87.16
2019-12-08,urad,Nagpur,44.72,Average,67.14
2019-12-08,gram,Jaipur,33.54,Excellent,49.9
2019-12-09,tomato,Lucknow,12.3,Good,38.6
2019-12-09,soyabean,Ahmedabad,44.56,Good,46.3
2019-12-09,wheat,Ahmedabad,44.71,Good,26.8
2019-12-10,rice,Kanpur,31.26,Good,46.21
2019-12-11,onion,Hyderabad,40.49,Good,15.64
2019-12-12,onion,Lucknow,27.62,Good,14.84
2019-12-12,urad,Bhopal,26.46,Excellent,79.28
2019-12-12,potato,Nagpur,33.88,Excellent,17.01
2019-12-13,rice,Lucknow,38.09,Average,43.35
2019-12-13,rice,Hyderabad,8.32,Good,51.57
2019-12-14,tomato,Jaipur,8.03,Excellent,28.06
2019-12-14,moong,Lucknow,44.77,Good,91.93
2019-12-14,tur,Hyderabad,22.29,Excellent,87.36
2019-12-14,onion,Bhopal,11.89,Average,17.76
2019-12-15,tomato,Hyderabad,23.68,Average,38.3
2019-12-15,potato,Kanpur,7.45,Good,16.69
2019-12-15,tur,Pune,38.19,Average,80.94
2019-12-16,urad,Pune,42.84,Good,64.92
2019-12-16,onion,Lucknow,17.42,Average,18.27
2019-12-16,onion,Pune,7.58,Good,25.2
2019-12-16,potato,Jaipur,38.56,Average,13.25
2019-12-16,tomato,Patna,7.73,Poor,27.33
2019-12-17,urad,Patna,3.11,Average,59.65
2019-12-17,rice,Indore,4.61,Good,46.72
2019-12-17,soyabean,Ahmedabad,45.52,Good,40.41
2019-12-18,wheat,Kanpur,18.51,Excellent,31.63
2019-12-19,soyabean,Ahmedabad,30.03,Poor,37.77
2019-12-19,onion,Bhopal,1.01,Excellent,21.81
2019-12-19,soyabean,Nagpur,13.92,Good,36.66
2019-12-19,moong,Pune,7.89,Excellent,92.22
2019-12-19,onion,Patna,20.09,Average,18.79
2019-12-19,tomato,Lucknow,6.44,Good,37.19
2019-12-19,tomato,Kanpur,0.92,Excellent,26.4
2019-12-19,gram,Ahmedabad,42.57,Good,57.26
2019-12-19,potato,Hyderabad,15.89,Good,18.9
2019-12-19,gram,Ahmedabad,38.32,Excellent,47.42
2019-12-20,wheat,Lucknow,42.57,Poor,19.62
2019-12-20,tomato,Hyderabad,46.64,Excellent,37.45
2019-12-20,soyabean,Hyderabad,38.78,Excellent,40.67
2019-12-20,moong,Indore,9.02,Poor,75.56
2019-12-22,rice,Bhopal,40.64,Poor,37.03
2019-12-22,tomato,Kanpur,44.24,Poor,26.94
2019-12-22,onion,Hyderabad,32.35,Good,25.09
2019-12-23,rice,Nagpur,42.85,Average,35.25
2019-12-23,wheat,Lucknow,39.89,Excellent,29.97
2019-12-23,potato,Lucknow,7.99,Average,15.64
2019-12-23,gram,Ahmedabad,40.98,Good,65.86
2019-12-23,tomato,Kanpur,3.46,Excellent,32.57
2019-12-23,urad,Ahmedabad,18.48,Good,72.22
2019-12-24,rice,Patna,45.06,Good,34.85
2019-12-24,rice,Bhopal,2.23,Excellent,49.2
2019-12-24,gram,Kanpur,20.12,Average,73.92
2019-12-24,rice,Patna,47.73,Good,38.87
2019-12-25,gram,Hyderabad,35.73,Average,58.26
2019-12-25,wheat,Patna,28.44,Good,22.22
2019-12-25,rice,Bhopal,11.38,Average,33.61
2019-12-25,moong,Bhopal,39.59,Good,95.81
2019-12-25,onion,Indore,21.57,Good,14.9
2019-12-25,soyabean,Ahmedabad,8.59,Poor,55.48
2019-12-26,rice,Indore,4.79,Average,28.36
2019-12-26,moong,Jaipur,26.15,Excellent,64.49
2019-12-26,soyabean,Bhopal,48.34,Excellent,42.32
2019-12-26,wheat,Kanpur,35.06,Excellent,25.96
2019-12-27,urad,Hyderabad,47.81,Average,52.81
2019-12-27,rice,Indore,1.31,Good,40.61
2019-12-27,urad,Ahmedabad,12.15,Average,78.83
2019-12-27,rice,Hyderabad,49.93,Good,39.0
2019-12-28,tomato,Nagpur,29.7,Good,25.61
2019-12-28,moong,Ahmedabad,29.22,Excellent,56.56
2019-12-28,wheat,Kanpur,29.65,Average,30.13
2019-12-28,gram,Lucknow,8.32,Good,50.33
2019-12-28,potato,Lucknow,48.42,Excellent,16.05
2019-12-29,onion,Pune,8.06,Excellent,17.65
2019-12-29,wheat,Nagpur,45.93,Average,32.11
2019-12-29,soyabean,Jaipur,32.38,Good,45.58
2019-12-29,gram,Indore,12.38,Average,66.99
2019-12-30,potato,Kanpur,19.35,Average,13.06
2019-12-30,moong,Ahmedabad,6.16,Good,70.59
2019-12-30,onion,Indore,17.82,Good,23.61
2019-12-30,urad,Lucknow,9.12,Good,69.69
2019-12-30,soyabean,Indore,22.39,Average,59.41
2019-12-30,potato,Indore,9.54,Good,12.02
2019-12-31,wheat,Hyderabad,48.27,Excellent,30.49
2019-12-31,soyabean,Nagpur,30.6,Good,42.55
2019-12-31,moong,Nagpur,22.46,Poor,58.63
2019-12-31,tomato,Lucknow,5.03,Good,27.78
2019-12-31,tomato,Hyderabad,6.54,Poor,21.09
2019-12-31,soyabean,Ahmedabad,13.5,Good,48.83
2020-01-01,gram,Pune,42.9,Good,76.13
2020-01-02,tomato,Patna,17.69,Poor,26.44
2020-01-02,onion,Indore,38.77,Average,23.52
2020-01-02,onion,Bhopal,24.26,Good,20.18
2020-01-02,wheat,Ahmedabad,24.07,Excellent,19.13
2020-01-02,tomato,Nagpur,41.41,Average,29.52
2020-01-02,moong,Hyderabad,1.96,Good,62.71
2020-01-03,onion,Pune,25.6,Excellent,17.42
2020-01-03,onion,Pune,24.03,Excellent,14.51
2020-01-03,moong,Hyderabad,1.71,Average,95.37
2020-01-03,tur,Jaipur,14.57,Good,53.03
2020-01-03,urad,Nagpur,11.58,Good,51.05
2020-01-04,gram,Patna,33.64,Good,74.67
2020-01-04,moong,Jaipur,48.97,Average,56.67
2020-01-04,tur,Ahmedabad,28.33,Average,52.84
2020-01-04,urad,Pune,29.51,Average,86.55
2020-01-05,moong,Lucknow,30.8,Good,78.46
2020-01-06,gram,Indore,29.66,Excellent,42.3
2020-01-06,tomato,Indore,36.16,Good,36.72
2020-01-07,moong,Indore,19.04,Good,56.37
2020-01-07,potato,Bhopal,10.43,Good,18.97
2020-01-07,tomato,Hyderabad,45.67,Average,31.81
2020-01-07,rice,Patna,39.7,Good,40.12
2020-01-07,gram,Jaipur,34.82,Good,60.16
2020-01-08,rice,Ahmedabad,35.37,Good,51.82
2020-01-08,moong,Hyderabad,45.17,Good,94.05
2020-01-08,soyabean,Pune,38.87,Average,41.8
2020-01-09,moong,Bhopal,2.94,Good,88.16
2020-01-09,soyabean,Pune,29.39,Good,62.52
2020-01-09,tur,Jaipur,19.06,Average,54.76
2020-01-09,gram,Ahmedabad,24.23,Excellent,64.14
2020-01-10,gram,Indore,10.77,Poor,50.89
2020-01-10,soyabean,Pune,2.43,Good,45.22
2020-01-10,rice,Indore,33.4,Good,40.88
2020-01-10,soyabean,Bhopal,21.52,Good,35.95
2020-01-10,moong,Jaipur,28.48,Average,74.11
2020-01-10,gram,Nagpur,24.4,Average,49.13
2020-01-10,wheat,Indore,4.43,Good,23.01
2020-01-10,tur,Nagpur,48.12,Average,51.47
2020-01-10,tomato,Jaipur,31.33,Good,23.69
2020-01-11,rice,Lucknow,31.6,Average,38.71
2020-01-11,urad,Nagpur,35.02,Good,68.73
2020-01-11,soyabean,Pune,35.71,Average,48.9
2020-01-11,rice,Kanpur,32.73,Good,31.93
2020-01-12,tomato,Lucknow,6.59,Good,37.42
2020-01-12,gram,Hyderabad,13.87,Excellent,47.42
2020-01-12,moong,Lucknow,10.88,Poor,73.56
2020-01-12,tomato,Ahmedabad,46.57,Good,29.08
2020-01-13,moong,Patna,7.48,Excellent,54.57
2020-01-13,wheat,Nagpur,47.72,Average,29.67
2020-01-13,gram,Jaipur,22.29,Poor,60.02
2020-01-14,tomato,Lucknow,43.0,Poor,25.96
2020-01-14,wheat,Nagpur,45.76,Poor,21.17
2020-01-14,soyabean,Lucknow,1.13,Average,48.95
2020-01-14,gram,Lucknow,4.4,Poor,55.5
2020-01-15,soyabean,Nagpur,26.55,Good,46.37
2020-01-15,tomato,Indore,25.23,Average,34.97
2020-01-15,onion,Pune,18.57,Good,23.79
2020-01-15,onion,Ahmedabad,47.61,Good,24.39
2020-01-15,urad,Patna,3.85,Average,82.23
2020-01-15,potato,Hyderabad,49.1,Average,17.14
2020-01-16,gram,Hyderabad,24.35,Excellent,60.72
2020-01-17,potato,Nagpur,12.54,Average,17.63
2020-01-17,tomato,Hyderabad,37.27,Poor,23.18
2020-01-17,rice,Kanpur,7.43,Excellent,46.46
2020-01-17,wheat,Ahmedabad,11.36,Excellent,31.86
2020-01-18,soyabean,Ahmedabad,49.33,Excellent,41.43
2020-01-18,potato,Patna,36.53,Average,14.44
2020-01-18,wheat,Nagpur,9.27,Good,22.01
2020-01-19,tur,Kanpur,6.6,Excellent,84.27
2020-01-19,tomato,Patna,25.54,Good,33.34
2020-01-19,gram,Bhopal,41.9,Good,56.6
2020-01-19,gram,Indore,25.31,Good,53.31
2020-01-19,wheat,Kanpur,33.9,Average,28.95
2020-01-19,urad,Kanpur,13.11,Good,58.38
2020-01-19,urad,Kanpur,14.43,Average,86.62
2020-01-20,wheat,Patna,19.43,Excellent,22.01
2020-01-21,moong,Nagpur,38.38,Average,95.93
2020-01-21,rice,Hyderabad,36.55,Good,36.92
2020-01-21,moong,Hyderabad,37.99,Excellent,66.85
2020-01-22,urad,Bhopal,10.9,Good,76.03
2020-01-22,urad,Kanpur,3.1,Average,65.12
2020-01-22,rice,Ahmedabad,46.22,Good,32.1
2020-01-22,tomato,Pune,5.86,Average,25.05
2020-01-22,soyabean,Ahmedabad,30.79,Good,57.41
2020-01-23,onion,Jaipur,29.61,Excellent,18.27
2020-01-23,tur,Kanpur,9.15,Good,74.59
2020-01-24,potato,Jaipur,3.41,Good,11.26
2020-01-24,potato,Pune,38.95,Poor,14.39
2020-01-24,wheat,Ahmedabad,22.0,Excellent,31.62
2020-01-24,tur,Hyderabad,47.29,Average,56.25
2020-01-24,rice,Ahmedabad,42.52,Average,33.98
2020-01-25,tomato,Ahmedabad,22.32,Good,30.15
2020-01-25,wheat,Patna,8.79,Good,18.06
2020-01-26,gram,Ahmedabad,6.41,Poor,75.15
2020-01-26,moong,Kanpur,30.3,Poor,93.68
2020-01-26,tomato,Ahmedabad,0.81,Poor,21.84
2020-01-27,urad,Bhopal,43.72,Good,84.03
2020-01-27,urad,Nagpur,49.35,Good,58.8
2020-01-28,tur,Jaipur,35.42,Good,59.5
2020-01-28,onion,Jaipur,41.57,Poor,25.06
2020-01-28,tomato,Nagpur,49.09,Average,34.98
2020-01-28,soyabean,Jaipur,2.26,Excellent,39.02
2020-01-29,onion,Indore,32.89,Average,20.2
2020-01-29,potato,Bhopal,30.47,Poor,18.12
2020-01-29,soyabean,Indore,6.33,Excellent,62.58
2020-01-29,rice,Nagpur,40.5,Average,43.39
2020-01-30,soyabean,Ahmedabad,18.2,Good,41.68
2020-01-30,tur,Bhopal,23.76,Average,88.41
2020-01-30,urad,Patna,40.25,Excellent,52.01
2020-01-30,tomato,Lucknow,8.49,Excellent,38.11
2020-01-30,soyabean,Kanpur,29.68,Good,57.19
2020-01-31,gram,Bhopal,43.6,Good,66.57
2020-01-31,potato,Kanpur,42.19,Excellent,12.49
2020-01-31,tomato,Patna,31.81,Excellent,36.93
2020-02-01,potato,Patna,48.54,Good,11.49
2020-02-01,moong,Hyderabad,21.33,Good,79.99
2020-02-01,soyabean,Lucknow,10.85,Good,47.15
2020-02-01,rice,Bhopal,44.51,Good,45.73
2020-02-02,gram,Indore,17.66,Average,64.87
2020-02-02,onion,Hyderabad,12.4,Average,25.46
2020-02-02,soyabean,Lucknow,25.81,Good,44.19
2020-02-03,tur,Indore,32.81,Average,62.41
2020-02-03,urad,Lucknow,49.54,Average,78.55
2020-02-04,urad,Ahmedabad,49.84,Good,54.12
2020-02-04,onion,Indore,11.59,Good,24.67
2020-02-05,soyabean,Pune,34.3,Good,64.64
2020-02-05,soyabean,Kanpur,9.27,Average,40.6
2020-02-05,tomato,Patna,46.61,Good,37.66
2020-02-05,moong,Hyderabad,41.8,Average,56.91
2020-02-06,rice,Indore,18.86,Good,36.75
2020-02-06,rice,Indore,25.1,Good,50.03
2020-02-06,tomato,Patna,16.03,Average,35.03
2020-02-06,moong,Lucknow,1.43,Excellent,65.39
2020-02-06,urad,Jaipur,4.11,Average,68.99
2020-02-07,gram,Nagpur,12.89,Excellent,76.65
2020-02-07,tomato,Ahmedabad,5.01,Average,37.16
2020-02-07,tomato,Ahmedabad,32.54,Average,26.68
2020-02-07,potato,Pune,47.33,Good,12.05
2020-02-08,gram,Hyderabad,0.67,Excellent,64.84
2020-02-08,gram,Pune,22.38,Average,76.67
2020-02-08,tur,Jaipur,5.77,Excellent,57.55
2020-02-08,potato,Indore,16.98,Good,12.43
2020-02-09,moong,Kanpur,4.69,Average,60.83
2020-02-09,urad,Patna,5.09,Good,56.32
2020-02-09,gram,Indore,49.01,Good,43.85
2020-02-09,onion,Nagpur,7.23,Poor,23.28
2020-02-09,tur,Nagpur,27.66,Average,50.84
2020-02-10,gram,Jaipur,2.07,Good,59.42
2020-02-10,moong,Bhopal,15.92,Average,82.01
2020-02-10,tur,Lucknow,46.04,Good,79.37
2020-02-11,gram,Bhopal,16.92,Poor,46.02
2020-02-11,soyabean,Pune,23.62,Average,48.63
2020-02-11,wheat,Lucknow,14.88,Average,30.75
2020-02-11,tomato,Kanpur,37.87,Poor,22.87
2020-02-11,tur,Lucknow,16.72,Excellent,53.94
2020-02-11,moong,Ahmedabad,35.73,Excellent,96.67
2020-02-11,wheat,Pune,47.36,Excellent,20.46
2020-02-12,soyabean,Pune,25.26,Average,41.22
2020-02-12,wheat,Kanpur,19.73,Excellent,26.25
2020-02-12,wheat,Ahmedabad,36.47,Good,17.65
2020-02-12,soyabean,Ahmedabad,32.18,Good,53.93
2020-02-13,potato,Lucknow,14.16,Average,11.9
2020-02-13,wheat,Patna,11.99,Good,25.38
2020-02-14,tomato,Bhopal,28.85,Excellent,36.49
2020-02-14,onion,Bhopal,15.92,Poor,20.42
2020-02-14,tomato,Indore,21.74,Average,30.54
2020-02-14,tur,Nagpur,29.24,Poor,53.63
2020-02-15,tur,Bhopal,34.79,Good,69.43
2020-02-15,moong,Bhopal,12.51,Good,53.93
2020-02-15,gram,Jaipur,35.18,Good,43.07
2020-02-15,potato,Jaipur,26.51,Good,14.37
2020-02-16,tomato,Nagpur,35.91,Good,25.6
2020-02-16,tur,Patna,33.54,Average,53.59
2020-02-18,tur,Hyderabad,29.87,Average,71.85
2020-02-18,onion,Indore,45.91,Good,17.66
2020-02-18,tur,Hyderabad,17.39,Good,87.0
2020-02-19,gram,Bhopal,30.7,Excellent,42.88
2020-02-19,wheat,Bhopal,12.73,Good,18.43
2020-02-19,potato,Jaipur,38.61,Good,16.86
2020-02-19,moong,Patna,26.3,Good,55.18
2020-02-20,onion,Lucknow,42.96,Good,21.84
2020-02-20,moong,Lucknow,39.92,Good,67.31
2020-02-20,tur,Patna,9.27,Average,86.45
2020-02-20,rice,Lucknow,48.03,Good,47.57
2020-02-20,tomato,Lucknow,38.3,Average,21.9
2020-02-20,tur,Pune,24.9,Good,76.57
2020-02-21,potato,Jaipur,43.81,Poor,13.69
2020-02-21,rice,Pune,10.7,Poor,37.85
2020-02-21,rice,Lucknow,6.21,Poor,34.12
2020-02-22,moong,Ahmedabad,12.79,Good,59.21
2020-02-22,tomato,Indore,15.55,Poor,32.6
2020-02-22,soyabean,Kanpur,39.04,Average,54.1
2020-02-22,soyabean,Jaipur,28.07,Poor,59.69
2020-02-23,tomato,Pune,48.85,Average,27.47
2020-02-23,wheat,Lucknow,24.31,Excellent,23.1
2020-02-23,wheat,Kanpur,40.88,Average,28.69
2020-02-24,soyabean,Kanpur,16.61,Good,62.0
2020-02-25,potato,Ahmedabad,24.95,Poor,16.49
2020-02-25,soyabean,Hyderabad,25.72,Good,54.68
2020-02-26,soyabean,Pune,18.57,Good,64.17
2020-02-26,wheat,Patna,15.38,Excellent,29.74
2020-02-26,moong,Kanpur,19.34,Excellent,82.31
2020-02-26,onion,Jaipur,7.31,Poor,14.04
2020-02-26,wheat,Hyderabad,16.53,Average,18.87
2020-02-26,potato,Indore,13.04,Poor,17.61
2020-02-27,onion,Ahmedabad,32.44,Good,21.16
2020-02-27,soyabean,Lucknow,46.15,Good,47.97
2020-02-27,tur,Ahmedabad,4.41,Good,58.09
2020-02-27,rice,Lucknow,46.44,Average,38.01
2020-02-28,rice,Nagpur,18.9,Excellent,50.04
2020-02-28,soyabean,Jaipur,12.53,Excellent,37.46
2020-02-28,tomato,Indore,5.95,Good,32.9
2020-02-29,urad,Pune,4.9,Good,62.67
2020-02-29,tomato,Ahmedabad,47.43,Excellent,29.06
2020-02-29,moong,Patna,4.62,Average,65.85
2020-02-29,potato,Hyderabad,24.99,Good,10.52
2020-02-29,wheat,Lucknow,41.87,Good,19.48
2020-02-29,potato,Pune,44.03,Average,12.99
2020-02-29,urad,Indore,10.4,Average,77.44
2020-02-29,tomato,Jaipur,49.38,Excellent,38.79
2020-03-01,potato,Kanpur,46.38,Average,17.45
2020-03-01,moong,Patna,9.98,Good,69.42
2020-03-01,wheat,Indore,47.04,Good,32.09
2020-03-01,urad,Kanpur,40.76,Average,76.41
2020-03-01,urad,Ahmedabad,12.94,Average,67.93
2020-03-02,tur,Kanpur,13.41,Average,62.09
2020-03-02,rice,Indore,43.7,Excellent,48.95
2020-03-02,tur,Kanpur,5.87,Average,57.69
2020-03-03,wheat,Patna,32.07,Good,20.16
2020-03-03,wheat,Bhopal,19.19,Excellent,18.08
2020-03-04,moong,Pune,15.42,Average,66.61
2020-03-04,tur,Pune,5.84,Good,87.94
2020-03-04,tomato,Pune,23.66,Excellent,32.07
2020-03-04,urad,Kanpur,17.39,Excellent,62.48
2020-03-05,rice,Bhopal,35.0,Poor,38.77
2020-03-05,tur,Jaipur,29.75,Poor,62.01
2020-03-05,gram,Ahmedabad,17.62,Average,57.36
2020-03-05,soyabean,Ahmedabad,17.18,Good,60.27
2020-03-05,urad,Jaipur,6.98,Average,80.29
2020-03-06,moong,Ahmedabad,8.1,Average,65.16
2020-03-06,tomato,Lucknow,26.32,Good,29.29
2020-03-06,tur,Patna,20.06,Good,80.65
2020-03-07,urad,Indore,9.18,Poor,87.55
2020-03-07,wheat,Nagpur,7.77,Average,31.18
2020-03-07,tomato,Pune,40.92,Average,35.47
2020-03-08,wheat,Lucknow,17.26,Average,22.44
2020-03-08,onion,Pune,48.15,Average,17.43
2020-03-08,tur,Hyderabad,18.26,Average,53.07
2020-03-09,potato,Lucknow,48.93,Average,13.23
2020-03-09,urad,Jaipur,15.85,Average,85.04
2020-03-09,wheat,Nagpur,15.28,Good,22.67
2020-03-09,tomato,Kanpur,6.15,Poor,24.78
2020-03-09,rice,Pune,31.79,Excellent,40.14
2020-03-09,tomato,Lucknow,31.94,Excellent,32.99
2020-03-09,tur,Hyderabad,24.57,Average,51.73
2020-03-10,potato,Lucknow,47.42,Excellent,13.02
2020-03-10,gram,Patna,24.6,Average,62.05
2020-03-10,soyabean,Nagpur,35.48,Excellent,55.11
2020-03-10,tur,Nagpur,37.02,Good,64.89
2020-03-11,wheat,Jaipur,7.46,Good,18.06
2020-03-11,urad,Indore,36.35,Average,62.7
2020-03-11,tur,Ahmedabad,33.45,Average,51.08
2020-03-11,tur,Nagpur,19.76,Excellent,63.86
2020-03-11,urad,Jaipur,31.08,Good,56.39
2020-03-11,rice,Kanpur,34.98,Average,43.17
2020-03-11,tomato,Jaipur,9.17,Average,38.69
2020-03-13,wheat,Hyderabad,33.67,Good,21.61
2020-03-13,wheat,Ahmedabad,30.13,Good,18.39
2020-03-13,wheat,Pune,23.87,Excellent,21.94
2020-03-13,rice,Kanpur,40.7,Excellent,46.23
2020-03-13,tomato,Indore,15.07,Average,25.06
2020-03-14,tomato,Pune,28.29,Good,25.39
2020-03-15,moong,Patna,8.68,Good,78.63
2020-03-15,soyabean,Hyderabad,12.61,Good,46.39
2020-03-15,tomato,Lucknow,33.83,Average,36.78
2020-03-15,tur,Ahmedabad,37.61,Good,49.56
2020-03-16,potato,Jaipur,2.02,Average,15.41
2020-03-16,tur,Lucknow,18.26,Good,82.02
2020-03-16,urad,Ahmedabad,45.07,Excellent,62.36
2020-03-16,rice,Lucknow,3.38,Excellent,45.66
2020-03-16,rice,Nagpur,42.51,Average,33.61
2020-03-17,potato,Indore,6.89,Poor,12.55
2020-03-17,tur,Ahmedabad,46.95,Excellent,53.31
2020-03-18,wheat,Nagpur,37.36,Good,21.12
2020-03-19,rice,Kanpur,29.74,Poor,36.68
2020-03-20,urad,Pune,16.28,Good,73.86
2020-03-20,soyabean,Kanpur,3.93,Average,43.55
2020-03-20,potato,Pune,33.31,Good,12.78
2020-03-21,moong,Lucknow,34.3,Average,69.24
2020-03-21,potato,Bhopal,35.27,Excellent,10.98
2020-03-21,moong,Hyderabad,10.94,Good,63.43
2020-03-21,potato,Bhopal,17.46,Good,17.84
2020-03-22,tur,Jaipur,12.45,Average,49.61
2020-03-22,urad,Patna,38.58,Good,58.93
2020-03-23,rice,Bhopal,36.38,Good,32.64
2020-03-23,rice,Lucknow,44.73,Average,48.71
2020-03-23,soyabean,Jaipur,27.52,Average,58.02
2020-03-23,onion,Lucknow,32.57,Average,15.14
2020-03-24,potato,Indore,16.5,Average,17.68
2020-03-24,gram,Nagpur,29.23,Excellent,69.89
2020-03-25,moong,Indore,2.69,Average,71.9
2020-03-26,tur,Indore,47.26,Good,52.96
2020-03-26,onion,Jaipur,38.5,Good,20.8
2020-03-26,urad,Bhopal,42.43,Average,48.45
2020-03-27,moong,Hyderabad,13.87,Good,91.96
2020-03-27,potato,Hyderabad,39.19,Good,17.86
2020-03-27,moong,Nagpur,32.86,Excellent,72.84
2020-03-28,urad,Hyderabad,36.49,Good,56.8
2020-03-28,urad,Kanpur,29.64,Excellent,83.67
2020-03-28,soyabean,Jaipur,7.56,Good,42.37
2020-03-28,soyabean,Lucknow,29.51,Average,49.62
2020-03-28,potato,Nagpur,29.32,Good,17.56
2020-03-29,wheat,Lucknow,21.42,Average,18.87
2020-03-29,urad,Kanpur,4.71,Excellent,62.39
2020-03-30,tur,Indore,1.99,Good,89.16
2020-03-30,tomato,Pune,37.63,Average,34.59
2020-03-30,urad,Pune,21.47,Average,53.88
2020-03-30,tomato,Bhopal,24.42,Good,26.54
2020-03-30,rice,Kanpur,8.26,Poor,36.21
2020-03-30,wheat,Hyderabad,41.81,Good,32.02
2020-03-30,gram,Pune,40.74,Good,49.02
2020-03-30,potato,Hyderabad,47.25,Excellent,12.65
2020-03-31,tomato,Indore,4.39,Excellent,27.77
2020-03-31,rice,Ahmedabad,16.54,Excellent,49.37
2020-03-31,tur,Ahmedabad,13.48,Excellent,57.7
2020-03-31,potato,Hyderabad,13.4,Excellent,15.56
2020-03-31,potato,Hyderabad,15.93,Poor,11.08
2020-03-31,tur,Kanpur,42.18,Good,76.79
2020-04-01,moong,Indore,6.0,Good,95.91
2020-04-02,moong,Indore,45.58,Excellent,71.16
2020-04-02,wheat,Bhopal,14.1,Good,24.66
2020-04-02,potato,Bhopal,43.72,Average,16.73
2020-04-02,moong,Patna,45.1,Poor,96.78
2020-04-02,urad,Kanpur,44.54,Good,78.87
2020-04-02,soyabean,Kanpur,27.92,Excellent,39.16
2020-04-02,soyabean,Nagpur,25.85,Poor,50.8
2020-04-02,gram,Lucknow,23.79,Good,66.25
2020-04-03,urad,Nagpur,40.83,Good,72.53
2020-04-03,tomato,Jaipur,41.19,Good,25.02
2020-04-03,soyabean,Lucknow,36.8,Good,64.54
2020-04-03,rice,Nagpur,43.78,Average,38.8
2020-04-03,soyabean,Indore,28.66,Excellent,60.2
2020-04-04,moong,Bhopal,17.06,Average,66.68
2020-04-04,tur,Ahmedabad,40.71,Good,57.03
2020-04-05,moong,Pune,44.65,Average,74.15
2020-04-05,tur,Bhopal,34.49,Good,87.17
2020-04-06,wheat,Nagpur,34.26,Good,24.26
2020-04-06,urad,Nagpur,13.28,Poor,83.1
2020-04-06,potato,Jaipur,29.99,Average,11.86
2020-04-06,tomato,Patna,47.81,Good,36.69
2020-04-06,potato,Patna,28.09,Good,18.94
2020-04-06,rice,Lucknow,37.37,Good,32.57
2020-04-06,gram,Bhopal,35.9,Good,66.01
2020-04-07,urad,Patna,46.4,Average,58.36
2020-04-07,urad,Pune,28.58,Excellent,70.75
2020-04-08,tomato,Nagpur,5.37,Average,31.09
2020-04-08,onion,Hyderabad,27.36,Good,15.51
2020-04-08,moong,Lucknow,16.78,Excellent,69.12
2020-04-08,gram,Kanpur,21.26,Good,58.68
2020-04-09,gram,Nagpur,40.34,Poor,59.54
2020-04-09,moong,Bhopal,7.12,Good,58.83
2020-04-09,tomato,Indore,49.87,Good,31.51
2020-04-09,gram,Hyderabad,33.21,Good,75.6
2020-04-09,tomato,Jaipur,6.43,Average,37.71
2020-04-10,potato,Jaipur,21.36,Poor,19.07
2020-04-10,rice,Kanpur,21.8,Good,33.47
2020-04-10,tur,Hyderabad,44.3,Average,49.22
2020-04-10,tomato,Bhopal,18.6,Average,37.29
2020-04-11,gram,Bhopal,39.49,Good,59.5
2020-04-11,onion,Kanpur,42.33,Average,23.73
2020-04-11,potato,Indore,23.17,Good,17.18
2020-04-11,tomato,Patna,27.87,Good,23.94
2020-04-12,moong,Lucknow,25.94,Average,61.08
2020-04-12,urad,Nagpur,10.14,Good,65.63
2020-04-12,moong,Ahmedabad,25.84,Average,90.34
2020-04-13,tomato,Patna,16.1,Good,34.11
2020-04-13,onion,Jaipur,48.51,Good,15.03
2020-04-13,tomato,Pune,13.09,Good,38.7
2020-04-13,moong,Ahmedabad,33.22,Good,92.42
2020-04-13,tomato,Pune,28.84,Good,35.1
2020-04-14,tur,Patna,33.27,Average,52.61
2020-04-14,tur,Jaipur,2.45,Poor,64.97
2020-04-15,urad,Kanpur,35.23,Good,64.87
2020-04-15,soyabean,Lucknow,32.68,Good,45.38
2020-04-15,rice,Nagpur,23.7,Average,40.73
2020-04-16,rice,Kanpur,2.7,Poor,49.84
2020-04-16,tomato,Jaipur,14.57,Average,27.91
2020-04-16,wheat,Kanpur,41.96,Good,29.75
2020-04-16,potato,Hyderabad,21.97,Average,16.4
2020-04-17,potato,Indore,30.42,Average,13.11
2020-04-17,tur,Lucknow,7.85,Excellent,72.47
2020-04-18,wheat,Kanpur,36.65,Average,27.57
2020-04-18,rice,Bhopal,33.43,Excellent,30.61
2020-04-18,tur,Pune,24.22,Good,68.8
2020-04-18,moong,Patna,46.51,Good,75.02
2020-04-19,tomato,Nagpur,49.65,Poor,23.72
2020-04-19,onion,Lucknow,34.13,Excellent,23.21
2020-04-20,urad,Hyderabad,7.87,Average,81.29
2020-04-20,tomato,Hyderabad,39.42,Average,26.6
2020-04-20,urad,Pune,16.28,Average,48.84
2020-04-21,gram,Nagpur,22.99,Good,54.71
2020-04-22,tur,Hyderabad,46.65,Good,78.8
2020-04-22,wheat,Kanpur,36.35,Excellent,24.63
2020-04-23,moong,Pune,41.02,Average,83.54
2020-04-23,tomato,Kanpur,47.46,Good,37.47
2020-04-23,tur,Patna,11.67,Excellent,87.1
2020-04-23,rice,Kanpur,38.49,Good,50.8
2020-04-23,tomato,Bhopal,24.77,Excellent,28.7
2020-04-23,tomato,Kanpur,18.82,Good,37.07
2020-04-24,onion,Pune,0.85,Good,16.18
2020-04-24,gram,Pune,38.49,Excellent,43.64
